id	filename	md5	size	state
0909361c-aebb-493c-9e7d-c07047a22088	0909361c-aebb-493c-9e7d-c07047a22088/unc.edu.cc0eb13b-11cd-4a8d-91d6-9ece3271976e.2705472.rsem.genes.results	65d4ee3ff548a6a16b352a1087cb7aa5	1512128	validated
0982fc15-38fb-4d88-b946-119aec071487	0982fc15-38fb-4d88-b946-119aec071487/unc.edu.d96af5f2-6d87-45a6-a130-8c5983b9e727.2673463.rsem.genes.results	84a021db1fa5b1066e40f35805af25a3	1522213	validated
09a4b576-76ce-4489-a661-b4a04560a863	09a4b576-76ce-4489-a661-b4a04560a863/unc.edu.ab1d43d8-b71e-45cf-9efa-7fa7fa22d9ca.2682136.rsem.genes.results	30cfc89d182519ef3cfe2e6a8c12d458	1524973	validated
0b5dd208-3ba0-43d6-92dc-1c94f4169b0d	0b5dd208-3ba0-43d6-92dc-1c94f4169b0d/unc.edu.156a1efb-86f1-4590-8350-8c5a2b642b11.2712501.rsem.genes.results	85b99b0006f8e3755e123f5a9c486b33	1517869	validated
0cb427d8-2dd0-477a-bf46-55888ea40d31	0cb427d8-2dd0-477a-bf46-55888ea40d31/unc.edu.c563f7e8-e92a-446a-abdb-0aa680d50e8c.2681546.rsem.genes.results	88934d764453b15e44a49843ae18c799	1523320	validated
0cbd16d1-6de9-4f1b-8966-89d44446bf12	0cbd16d1-6de9-4f1b-8966-89d44446bf12/unc.edu.0d1267c5-ad37-4942-923f-f38c2b0d3127.2699119.rsem.genes.results	44ce8ffadf73dd97720c47e25e42f669	1553909	validated
0d295959-e796-4418-9ad3-7dbf956b7116	0d295959-e796-4418-9ad3-7dbf956b7116/unc.edu.6733749a-5c43-44ee-b672-bbe616a6255a.2711049.rsem.genes.results	7d0f5552f970f4a45926757cd9093b2b	1503277	validated
0e7552b2-a502-444c-8c8f-4d19f0d8c941	0e7552b2-a502-444c-8c8f-4d19f0d8c941/unc.edu.f461ac7f-a73e-4291-9391-10ef93ef4240.2677848.rsem.genes.results	cde07083fa8df0701ca718c2bfa05ce6	1538972	validated
0fd0c06b-303d-489a-b963-399a800371f0	0fd0c06b-303d-489a-b963-399a800371f0/unc.edu.8ed72b3f-bec0-400b-a391-7763d5bccd57.2710042.rsem.genes.results	7a9fa161d4b9ab245c67aae5f613941e	1519370	validated
102138c2-c011-4e3c-8dd0-984f94f6ff36	102138c2-c011-4e3c-8dd0-984f94f6ff36/unc.edu.697dea65-c1e2-4b70-990d-b2a7717a5152.2716554.rsem.genes.results	0560a8f853398ab4b6ba772a9855dd40	1528743	validated
112b8f15-2e5f-49fb-8bc0-89335ce56d34	112b8f15-2e5f-49fb-8bc0-89335ce56d34/unc.edu.beb0290c-4c9a-4092-9dc3-cbff2f549b18.2706180.rsem.genes.results	50ff61b3d0128cf938b207e9f8948d65	1554881	validated
11609502-a716-4543-ac8b-ab5ff5667037	11609502-a716-4543-ac8b-ab5ff5667037/unc.edu.e5ba3a89-c89a-4775-adef-3f01cfbca1de.2706552.rsem.genes.results	5ac699ef197bd8332f61386209896edb	1517673	validated
12004db2-7029-4f98-be19-541c6a394de6	12004db2-7029-4f98-be19-541c6a394de6/unc.edu.149972a7-ae69-40f9-b5c5-98f97bc5b273.2712334.rsem.genes.results	c86cbcc9c3b3a838273b9a26912e7e10	1526922	validated
137cfeac-176a-4b67-bc24-03c2e298b59d	137cfeac-176a-4b67-bc24-03c2e298b59d/unc.edu.b1c94071-a98e-427a-aef3-d0612007176c.2681442.rsem.genes.results	1e8a889fa79fe03405702ca9e5c62d45	1511573	validated
14afe2d1-6341-498d-87c1-8aaab05a0edb	14afe2d1-6341-498d-87c1-8aaab05a0edb/unc.edu.9878387c-e63a-4319-877b-cfeb71addc3c.2709890.rsem.genes.results	dc97e6acfaa6c0a5f759f8363b381e59	1523411	validated
14f2dcc2-f72b-476b-8d9c-e61267a124a2	14f2dcc2-f72b-476b-8d9c-e61267a124a2/unc.edu.ca4a2b06-4436-4594-8e31-1095565b02bf.2679154.rsem.genes.results	1b6ac666720f501f9229c919f34c0132	1513860	validated
151e0cc7-e173-4c17-8e42-6722d22d9dee	151e0cc7-e173-4c17-8e42-6722d22d9dee/unc.edu.fb4619c7-5a98-4539-bddd-fde916c33559.2677434.rsem.genes.results	4453a7ae1a2d5cc4129dfcb439b4a42f	1515775	validated
15785056-2987-47bf-af8c-e903eb1adb30	15785056-2987-47bf-af8c-e903eb1adb30/unc.edu.e6285ed8-1471-4fce-8208-63ac71f63228.2672833.rsem.genes.results	c1ca7721001f6aa914741e59842eddac	1508761	validated
16403d41-5242-4348-a3e2-e371e9ba807e	16403d41-5242-4348-a3e2-e371e9ba807e/unc.edu.62ca07cb-f4d1-44b4-b45d-75459dcb1fe1.2689709.rsem.genes.results	cb6271705bcc844f239b89f37b540ea7	1519396	validated
169bf8f7-016a-40d9-b4c3-0697f7bc0580	169bf8f7-016a-40d9-b4c3-0697f7bc0580/unc.edu.df0df04e-bb65-4dd6-91db-753eaa86a0c3.2673935.rsem.genes.results	d997b5d3537ed4c9ea71d8cbe00f7463	1508297	validated
1b18e594-7b0b-4d72-ac99-095f556120b2	1b18e594-7b0b-4d72-ac99-095f556120b2/unc.edu.ace3edd6-14a9-42cc-84f3-6127237f2913.2682256.rsem.genes.results	65340bc8e85557cd8073be10ea95d420	1549805	validated
1bb973c5-6640-4007-992f-c55f1edc283a	1bb973c5-6640-4007-992f-c55f1edc283a/unc.edu.bbae79e8-3013-45a5-86e8-c5fe31e60259.2706647.rsem.genes.results	719d3d23c22b1c1bfe61e81e8a931bfa	1521563	validated
1c94b2f0-54fe-4038-a6e4-7784f0c096ef	1c94b2f0-54fe-4038-a6e4-7784f0c096ef/unc.edu.658225d0-77cd-4f11-9da4-d9011167d850.2710244.rsem.genes.results	c08d40d74bb0d22c1bba1aa1535814a2	1515439	validated
1d2b9a62-ba30-43ee-bad9-bc51708a0e8d	1d2b9a62-ba30-43ee-bad9-bc51708a0e8d/unc.edu.fed4a31c-153b-409a-bec7-93ff22b61cdd.2706611.rsem.genes.results	b5db9637a6291e64375f5dbb441b4a66	1528923	validated
1d6768f3-5b45-4b80-b917-3ddbbca1e47e	1d6768f3-5b45-4b80-b917-3ddbbca1e47e/unc.edu.5ec73f48-d3fc-4394-96d2-3a334c3a5837.2693116.rsem.genes.results	d6cced1b2ce01db7c2b4ba9089e61a8e	1523771	validated
1daa8fe1-29ad-487f-ac6e-0aa2cadd0697	1daa8fe1-29ad-487f-ac6e-0aa2cadd0697/unc.edu.b7761a24-f5bb-4a76-8b27-0b20038f029a.2684922.rsem.genes.results	84c2a162f53fead0507e53ca34e9ef2d	1516019	validated
1de56036-e7e6-42e9-8cd1-452a39c13dac	1de56036-e7e6-42e9-8cd1-452a39c13dac/unc.edu.215df77c-4d43-4731-947c-5d9b0b38191e.2716703.rsem.genes.results	bc0936c6283ef6ca58020a01dd09b181	1523235	validated
1ec86863-b68e-4a72-8192-108f97053b39	1ec86863-b68e-4a72-8192-108f97053b39/unc.edu.6354ee93-b5e9-4475-8b34-6e946c222c61.2689169.rsem.genes.results	db5e73dfccb5dc849ee5c2d4afa2a740	1512879	validated
1f351579-116d-4d93-9b3f-129c439ef02a	1f351579-116d-4d93-9b3f-129c439ef02a/unc.edu.6299a2ef-f97a-429a-9fe6-3c5b01a9200f.2710066.rsem.genes.results	e816f4530a4aeb81614f5a3dda1b9ba0	1539305	validated
1f860845-2a96-4b3c-b6fe-d5897461baf1	1f860845-2a96-4b3c-b6fe-d5897461baf1/unc.edu.8dfaece7-0463-4e79-b80e-8a6e338d4cde.2687154.rsem.genes.results	81c56944c466fdcb4ef16b8f30c03cda	1523661	validated
20c3e69e-1536-4c9a-8365-80bf64c6277d	20c3e69e-1536-4c9a-8365-80bf64c6277d/unc.edu.005b4e63-e063-4c90-8a19-d1cbff0b7a04.2699499.rsem.genes.results	96398ae0f0983a742a8af1b718e65ddf	1522157	validated
22610d24-ba39-4134-b65d-73634761f404	22610d24-ba39-4134-b65d-73634761f404/unc.edu.c8c08db4-752f-4b6e-9f17-247453977d42.2684351.rsem.genes.results	9c3123ad0ad8f6c2ed7e5f50a41d617b	1522972	validated
22a822e4-9980-4ba0-9fd5-ac45c022dcc0	22a822e4-9980-4ba0-9fd5-ac45c022dcc0/unc.edu.c21b1977-9380-43e6-8a14-2b9830c46bef.2707332.rsem.genes.results	e943b554c086703f6e1b50e9e9e75acc	1513324	validated
2369f040-bf6d-4303-91f5-6c7af003c220	2369f040-bf6d-4303-91f5-6c7af003c220/unc.edu.aeda1fc4-da03-412f-a193-8fd17c7ca8f4.2681960.rsem.genes.results	117279de7c52c80ddeb7c794297743d6	1526630	validated
24263021-ddf3-4620-a6ec-59e5f6983677	24263021-ddf3-4620-a6ec-59e5f6983677/unc.edu.afc9919b-8382-45bf-aef1-d031f8278591.2682460.rsem.genes.results	e07c09a3adead9bea5c04ecd6cdb3871	1524964	validated
245b8328-4c11-49b8-b021-274241083593	245b8328-4c11-49b8-b021-274241083593/unc.edu.ae9fc866-ec94-4d8f-9a47-94c8071ef46f.2681406.rsem.genes.results	0da54cc59a2f9adff12e3817b052baf8	1512418	validated
24ee3092-1c08-4e1c-b02c-0d6102776496	24ee3092-1c08-4e1c-b02c-0d6102776496/unc.edu.ba142dd8-933e-42b4-903a-22b2ba38ddf9.2681739.rsem.genes.results	b760070e71bd1fc8165dca9961d6aaad	1523410	validated
2798063b-fe68-4e26-b11c-8e8c2a668e6d	2798063b-fe68-4e26-b11c-8e8c2a668e6d/unc.edu.791df752-d6c6-47b8-9113-e71fca9a04fe.2687516.rsem.genes.results	232812185657f6780e400bc787442e9f	1529806	validated
2818b8b0-5a54-4b62-a999-94ecc49e293d	2818b8b0-5a54-4b62-a999-94ecc49e293d/unc.edu.f5ca8802-12ec-404d-abcd-3cd49ad3601f.2676941.rsem.genes.results	5bd57b7560f6af8eccca4a78d4549b28	1530585	validated
28882e75-9557-42fc-a729-2de324f5db97	28882e75-9557-42fc-a729-2de324f5db97/unc.edu.841f8235-7654-4879-b3b4-cfedcb16ca5c.2685793.rsem.genes.results	aadbee6e80b6ca68b84905b8f902690f	1515789	validated
29224573-d9bb-4cc6-aa9a-4e88a36faeb7	29224573-d9bb-4cc6-aa9a-4e88a36faeb7/unc.edu.22dc065c-4ecf-4ec0-ae17-8f3af6d236c0.2720861.rsem.genes.results	fa34becb73be0f3731f95100b55da971	1528771	validated
2a0f50ee-ac73-46f0-82c7-84b14011e06a	2a0f50ee-ac73-46f0-82c7-84b14011e06a/unc.edu.d1d0ab73-51f3-41f9-ae90-af6ea49325f7.2674229.rsem.genes.results	4e9fa6d2e0b3545b3ab855604bac79ea	1528945	validated
2a5f7e8b-ce83-46df-91e0-a167efd3a169	2a5f7e8b-ce83-46df-91e0-a167efd3a169/unc.edu.83d4d0c3-62db-48bf-bb65-f96226c7a87a.2685939.rsem.genes.results	84c6f6662aaf2c9145ac0c4184f35af9	1509514	validated
2abb0057-e895-4452-8432-c045515564e0	2abb0057-e895-4452-8432-c045515564e0/unc.edu.15c3df3d-2e75-4a99-a13e-1777ddcaf59b.2712353.rsem.genes.results	7c0bac9c8dadeaa2a632f8ba03c4b87c	1519185	validated
2b532510-aab1-47c1-8d2e-46d2801d9666	2b532510-aab1-47c1-8d2e-46d2801d9666/unc.edu.adc1b9aa-0166-4983-ab4e-fd4c8f097b76.2681152.rsem.genes.results	16f824044f3fc66525409586347db41b	1512161	validated
2c405de8-4215-4ef8-b2bb-95443dc503f5	2c405de8-4215-4ef8-b2bb-95443dc503f5/unc.edu.a34947e8-0b2e-4f23-a458-e84ebbe07e5c.2706604.rsem.genes.results	19b837cd0d2f10d37ccaca09bf448888	1510380	validated
2cb2c8c5-5754-4816-98b9-6efdd95d8d6c	2cb2c8c5-5754-4816-98b9-6efdd95d8d6c/unc.edu.c6721c2d-adce-447c-83dd-e500b43506fc.2678628.rsem.genes.results	0c8e56ecb67ef3305a2161fdde3c7c47	1525787	validated
2d392cb3-f2f1-4e83-8ebd-21eb3e70d9ef	2d392cb3-f2f1-4e83-8ebd-21eb3e70d9ef/unc.edu.f6c37eed-6af1-4d4d-a8cc-5ddd78d851c1.2678683.rsem.genes.results	a0d0d2c9c4446a0b3f9a730fed8dd4ba	1526163	validated
2da072c2-9e0f-40d5-9c9a-c7ac8c972b6b	2da072c2-9e0f-40d5-9c9a-c7ac8c972b6b/unc.edu.7d722f30-158c-46e0-ae79-fc38a462ec36.2720744.rsem.genes.results	a996c3e43dab05885520341f2d26a358	1513133	validated
2df9e1ca-601d-4f6c-b65c-d2332baaec26	2df9e1ca-601d-4f6c-b65c-d2332baaec26/unc.edu.6f613f7b-2636-4792-af81-07439e22bb1a.2687906.rsem.genes.results	937952d96bf23cbe9735bbb567058881	1526044	validated
2e101bde-a957-4645-857c-f30ac6256c32	2e101bde-a957-4645-857c-f30ac6256c32/unc.edu.6252fecd-dcd3-4a05-adfd-a5a91f81df72.2717766.rsem.genes.results	97b90740044b0f807bba4b4fe28a2672	1547286	validated
2e7a80e8-851e-48cb-8b22-2666067b8425	2e7a80e8-851e-48cb-8b22-2666067b8425/unc.edu.e2ebbac4-3240-40d4-a6c5-dc4a046d4fa8.2673815.rsem.genes.results	d0e663ae59212b6f79a8823c74e9c975	1520387	validated
2e9ba180-4cd2-42de-8405-76d6f8af0646	2e9ba180-4cd2-42de-8405-76d6f8af0646/unc.edu.60ca4fee-0f73-47a4-946e-7989d40a2e9f.2711040.rsem.genes.results	4b9f93262413e3dce4b5e9bd00974495	1520702	validated
2fd35e5d-f236-49a2-b2a1-76a7b5fa9170	2fd35e5d-f236-49a2-b2a1-76a7b5fa9170/unc.edu.4594184f-8d7b-4483-94b8-f4671f706e95.2711767.rsem.genes.results	fa9aaf45f7e3ef856f12e3be62486c94	1527583	validated
310858c2-5927-4cc8-9b2e-c733718fe079	310858c2-5927-4cc8-9b2e-c733718fe079/unc.edu.55518fc5-4058-43a4-8d39-7becf5f44262.2690007.rsem.genes.results	c3869599eb0878dcbf4476a3238005af	1530687	validated
31a6257f-c0ea-4036-bdbf-8c6e6d6b235b	31a6257f-c0ea-4036-bdbf-8c6e6d6b235b/unc.edu.c64b143f-2042-4f55-9b26-41b675ed9e1e.2679120.rsem.genes.results	158295473cf828937a2decb890dd588f	1502122	validated
31bd7075-71fd-411e-b338-a0ff773d545a	31bd7075-71fd-411e-b338-a0ff773d545a/unc.edu.8d4db1f2-5af0-4192-8f63-a36c98f5cf2b.2684215.rsem.genes.results	991b61683da3a16d41f45018db4d23ed	1492992	validated
321c07d1-1837-4542-8518-dff2a47266f7	321c07d1-1837-4542-8518-dff2a47266f7/unc.edu.b66f73e6-f4fa-404c-89f8-1958e753d40f.2679843.rsem.genes.results	797f558d69637ef091ffb92ed17a0392	1512562	validated
33466524-7492-453a-88ef-f3f3491a7fc2	33466524-7492-453a-88ef-f3f3491a7fc2/unc.edu.f266e336-6171-4fe6-aa4c-2edd872478f7.2677744.rsem.genes.results	bf5b9af165a9afb8b5d07a337591d667	1524063	validated
3375316d-7d3d-4fc0-9661-7fe8968bde09	3375316d-7d3d-4fc0-9661-7fe8968bde09/unc.edu.5d1ed8da-88b6-4a5a-9144-76156df0e255.2711819.rsem.genes.results	a5b5b2d861eae2965e3ddb476c816bf4	1495996	validated
3645e213-2929-49f4-9427-f059cf6af5db	3645e213-2929-49f4-9427-f059cf6af5db/unc.edu.a9a91143-4fe7-44c6-bd75-2e5a04decc57.2707689.rsem.genes.results	31dfa0693cd423fe3617fe77de13c087	1549878	validated
365d35cc-ee94-472e-9baf-cef48ad9b4c6	365d35cc-ee94-472e-9baf-cef48ad9b4c6/unc.edu.22b0dade-59a8-4d0a-8372-a7ef782703cf.2720552.rsem.genes.results	25d364502178abd9601ff225a83dfe7f	1502196	validated
369af1b3-9875-4a83-82eb-8638f85dd0a2	369af1b3-9875-4a83-82eb-8638f85dd0a2/unc.edu.4b7c033f-23f8-4014-a7ec-341600a0bd58.2721255.rsem.genes.results	049cb5a626591e768a9004d36b5a9a65	1525190	validated
388b5c43-d051-40ad-8538-7d32a8be3ff4	388b5c43-d051-40ad-8538-7d32a8be3ff4/unc.edu.20354d6e-80f0-4478-8591-b0e64ec44515.2716815.rsem.genes.results	563e9c956335bbe27a363a91a4686222	1533284	validated
39cd66fd-d8e4-4a9f-8d80-3944f5688240	39cd66fd-d8e4-4a9f-8d80-3944f5688240/unc.edu.55bf7f96-0357-4708-b10b-5638fc8e8b7d.2693510.rsem.genes.results	d7969bcae66678b889c90bfa3dbebc7d	1494717	validated
39d3b368-2e13-455f-8bbf-919285274794	39d3b368-2e13-455f-8bbf-919285274794/unc.edu.d841b3a0-831e-46bf-bab7-529b23f1e4f0.2705523.rsem.genes.results	df51ad1b567f5b6e4345ae884c04529d	1525438	validated
3ad9682e-62c6-4cc3-9047-f9b1460356ed	3ad9682e-62c6-4cc3-9047-f9b1460356ed/unc.edu.906c8938-ecd9-4c23-bb3d-c1c993af672a.2685411.rsem.genes.results	1db3a4b49e32fc285419a6cde8c7a861	1512642	validated
3b5806e4-2cd4-479e-87af-cee9a5cb2623	3b5806e4-2cd4-479e-87af-cee9a5cb2623/unc.edu.60934993-a9df-4389-b64d-da6844ef22df.2709809.rsem.genes.results	b04c9a98b75bb64a12938dab1ff159b2	1539867	validated
3e6d67c1-854f-4695-81bf-0ceb44d5f698	3e6d67c1-854f-4695-81bf-0ceb44d5f698/unc.edu.1a5a3f15-4700-454b-813d-93d64e663636.2712256.rsem.genes.results	29cb9eee14ff841b94307ea7fdd7c5cd	1524493	validated
3ebc2cf7-4e11-4873-b3e9-bb4b2ed4b076	3ebc2cf7-4e11-4873-b3e9-bb4b2ed4b076/unc.edu.df2c25b3-04a7-46b3-9edd-f7b0ad2a67ba.2706693.rsem.genes.results	f953b0d2dec39ddf99279952e34e4d92	1531217	validated
3ede08b8-a098-4de3-8930-459924da44cd	3ede08b8-a098-4de3-8930-459924da44cd/unc.edu.b7c6631d-3a86-467f-a895-04d3b84759a2.2679589.rsem.genes.results	9f0f9f24178977cb9c5c166d82483aa9	1507689	validated
3fdc88c9-78e4-4deb-bd78-642c0339b157	3fdc88c9-78e4-4deb-bd78-642c0339b157/unc.edu.c3e4cea3-5df9-43da-83d2-bdd6831ba4b8.2705641.rsem.genes.results	729b75e3b1084a93c4843c5a22b8fb63	1516537	validated
40d16b1a-43d7-4f0e-a562-f6838f85f87e	40d16b1a-43d7-4f0e-a562-f6838f85f87e/unc.edu.75dd5750-c619-4593-ac46-e0aec842d5a9.2688648.rsem.genes.results	e354d930a519199629b1908f5ad37641	1503262	validated
42b3e13c-7f7a-491c-8cb2-90b743559c79	42b3e13c-7f7a-491c-8cb2-90b743559c79/unc.edu.9e37de0b-360f-4b1e-ace7-5a0ac4e538b0.2709361.rsem.genes.results	68a91d8a49017366bb808083b4660040	1497345	validated
42e45b0b-f80a-40db-80c9-296a7b8d559b	42e45b0b-f80a-40db-80c9-296a7b8d559b/unc.edu.3796ed18-1911-4d81-8d69-40bba4542703.2714882.rsem.genes.results	9e816f182195eab284b4155b88cc84a1	1515294	validated
42ee4eda-6131-4f10-999c-d1123abf2828	42ee4eda-6131-4f10-999c-d1123abf2828/unc.edu.ec734c41-469c-4c0a-9d91-4528bc75f341.2681882.rsem.genes.results	2f0cb487877b7339f0d003b5294dcfa1	1522533	validated
42f00513-1b40-4036-8eb1-9ecee3a758f7	42f00513-1b40-4036-8eb1-9ecee3a758f7/unc.edu.b4337ca4-5bd6-4a82-930f-1bc4f3bcf977.2681234.rsem.genes.results	8b1812b4f61a0b49dc4c7d4b54e11a4c	1529077	validated
44507b87-6fb0-4f9a-940c-cd7cea0d3636	44507b87-6fb0-4f9a-940c-cd7cea0d3636/unc.edu.42b8d3be-2bcc-4896-9bf4-cb3ee6f93dff.2714859.rsem.genes.results	37b5525133a330d96fff29a14657ef3a	1521148	validated
450ddab8-3714-46b3-bb81-44979e23903a	450ddab8-3714-46b3-bb81-44979e23903a/unc.edu.d806284f-c04c-424c-aad7-22acb0362b3d.2706407.rsem.genes.results	2a85b5447b3e04d5e490f95494c13fda	1518053	validated
45158aa8-0aa3-431b-a596-6b119ee89463	45158aa8-0aa3-431b-a596-6b119ee89463/unc.edu.e9a39fcf-e648-4e50-a8ce-46c71beee155.2677967.rsem.genes.results	f8fbbf64803cfa02cf8ec6c53844ef65	1535812	validated
4562c08b-f4ac-48c5-b877-cde4fd690354	4562c08b-f4ac-48c5-b877-cde4fd690354/unc.edu.b52a9ebf-2c18-41da-9518-b874d0e4432c.2683578.rsem.genes.results	f5309e08ba08ecc8d85c1519fe164221	1507161	validated
45c1dd0a-e70e-4b9f-8427-0c92771e4e4a	45c1dd0a-e70e-4b9f-8427-0c92771e4e4a/unc.edu.82a70da7-f6ec-4f02-81ef-a4bdadf258fd.2686664.rsem.genes.results	87b43c2e5277f67d6592ca3092065dc6	1541870	validated
461e88ca-dd33-4f6b-a42a-6a3633a9f531	461e88ca-dd33-4f6b-a42a-6a3633a9f531/unc.edu.38a69c3c-5b72-4cde-b686-37ad6bb979b3.2716236.rsem.genes.results	17a1c65c7497f663aa9e39f62ad444cb	1520962	validated
4706692c-3bf2-4113-b45f-c89ca2cad0cb	4706692c-3bf2-4113-b45f-c89ca2cad0cb/unc.edu.f1cba7ee-3815-41b6-ae63-06803f29097e.2679341.rsem.genes.results	399700393303af2ee644b9731552e787	1522413	validated
48948d07-1196-4391-b37b-5464ac95d142	48948d07-1196-4391-b37b-5464ac95d142/unc.edu.b8bf12ac-2a50-4969-aed8-72704b31dee4.2679540.rsem.genes.results	d28fcefebbd5c9ea39d527d6e6abb95d	1513469	validated
49075f15-df52-435f-bddd-667b3d7e3774	49075f15-df52-435f-bddd-667b3d7e3774/unc.edu.74a0c181-05f2-4bee-90b6-ef932434d090.2720368.rsem.genes.results	0f7ac44039c06ec90ab7a7804863adff	1510362	validated
4963ce97-5d62-4f69-8b09-a5eac785e0df	4963ce97-5d62-4f69-8b09-a5eac785e0df/unc.edu.27b37399-0a77-400e-9dff-0c9c26455144.2697201.rsem.genes.results	98623effde1c3c2bafa1436f4ffa0730	1514084	validated
49f1b511-6e37-4ac0-bc1a-a6079657130d	49f1b511-6e37-4ac0-bc1a-a6079657130d/unc.edu.8d4e842c-af11-4abb-9ac8-17ddc52dbcb4.2684654.rsem.genes.results	b60814e34d73ccad3db4fa9065283b88	1508803	validated
4a7de9d9-be36-4bd1-bdf2-c5cbabb04fd5	4a7de9d9-be36-4bd1-bdf2-c5cbabb04fd5/unc.edu.7c29c395-b758-4a38-9bdc-88bb721c8b5d.2710526.rsem.genes.results	c810f8fa0fa2109a5d70490c7ade5036	1525809	validated
4c33c2e2-eb82-4950-89db-9c110a94415f	4c33c2e2-eb82-4950-89db-9c110a94415f/unc.edu.b12fda34-d4b1-473d-a4ff-875cc2208e04.2706271.rsem.genes.results	298e01632370891f3694d442f0f61e3a	1520827	validated
4c7f37c0-7559-40cf-87ef-6d206b263cec	4c7f37c0-7559-40cf-87ef-6d206b263cec/unc.edu.62fe21d4-fda8-469b-91c7-f406ddd7fe2b.2690105.rsem.genes.results	b05663327b2a174ead35c78b41199b1e	1521706	validated
4f0c31c3-50e0-4578-8c2b-8382f1fc076f	4f0c31c3-50e0-4578-8c2b-8382f1fc076f/unc.edu.66f307f0-eb65-4d95-b1c1-7922e6b177f4.2692544.rsem.genes.results	21a65224bbeba6ec78c53cf88732b765	1541291	validated
4f96ee29-bd37-4bdc-b5f6-b4d10c13be97	4f96ee29-bd37-4bdc-b5f6-b4d10c13be97/unc.edu.7afb9e90-6e93-420f-8325-c77fca6e661a.2687574.rsem.genes.results	ff6da286f5bb42013d8b7f1bedca725a	1513516	validated
5126ac6b-db00-4749-9b9b-646c095110fc	5126ac6b-db00-4749-9b9b-646c095110fc/unc.edu.bf65a757-d04e-4ad8-ae26-d4c18194fc32.2705383.rsem.genes.results	7326329969a09649df78ead8c1f4100e	1504317	validated
51e1bddb-6221-4ac1-bf39-0d8954751b57	51e1bddb-6221-4ac1-bf39-0d8954751b57/unc.edu.4dca5c2d-7387-418b-8144-1c57f2ffeace.2711191.rsem.genes.results	a4b643654426a4001645ce25bcbebac5	1533057	validated
5246e778-e0b4-46fd-9ce0-8239dbcf2d4d	5246e778-e0b4-46fd-9ce0-8239dbcf2d4d/unc.edu.9af4c433-9041-4ec1-87a3-fcde8dbf1458.2687426.rsem.genes.results	7efc169b8e420a3e639caa75e66dec7c	1538460	validated
56ddd092-14ee-43fe-890f-d621d88a3a92	56ddd092-14ee-43fe-890f-d621d88a3a92/unc.edu.b01837f8-f585-4336-a49a-a5df6932db17.2680523.rsem.genes.results	1efcd22acecc4e7497410acdaeea1037	1525949	validated
570f2076-9917-49f3-be41-231bde11fdce	570f2076-9917-49f3-be41-231bde11fdce/unc.edu.97db8af2-e057-4e54-bff5-2afae50d6cc5.2686302.rsem.genes.results	faf4a69d704a1d2ff31dd0398a58523d	1532320	validated
571440ae-4f51-40a9-ba2c-141e60267623	571440ae-4f51-40a9-ba2c-141e60267623/unc.edu.9aacda24-bf9f-48e7-be07-ec43190c0581.2684316.rsem.genes.results	ebfbf33761c3122c3fcfd095e33573d8	1521797	validated
